id_order,date,id_product,id_store,qtd
33040,2024-01-19,PROD-026,LJ-08,4
34420,2024-05-28,PROD-003,LJ-01,3
49110,2024-10-17,PROD-039,LJ-02,2
53914,2024-05-25,PROD-030,LJ-09,5
78723,2024-09-09,PROD-009,LJ-09,5
71344,2024-05-19,PROD-013,LJ-02,3
53343,2024-03-24,PROD-047,LJ-08,4
94972,2024-05-11,PROD-046,LJ-03,1
11846,2024-06-21,PROD-019,LJ-10,4
98395,08/04/2024,PROD-012,LJ-10,3
93719,2024-07-26,PROD-028,LJ-09,5
52982,2024-02-14,PROD-026,LJ-02,4
34219,2024-03-12,PROD-031,LJ-06,5
42512,04/01/2024,PROD-017,,1
40870,2024-08-16,PROD-049,LJ-05,5
53204,2024-06-03,PROD-038,LJ-10,5
11498,13/05/2024,PROD-042,LJ-06,2
40972,01/02/2024,PROD-043,LJ-02,2
71000,2024-06-06,PROD-011,LJ-07,100
99925,,PROD-046,LJ-05,2
25389,,PROD-019,LJ-06,5
90560,2024-04-23,PROD-015,LJ-03,3
72676,2024-03-19,PROD-030,LJ-10,5
58971,2024-07-31,PROD-045,LJ-09,3
71712,2024-10-02,PROD-043,LJ-04,3
42435,2024-12-14,PROD-049,,2
20730,2024-09-26,PROD-029,LJ-09,4
57419,2024-02-09,PROD-037,,1
18094,2024-10-07,PROD-033,LJ-04,2
85065,2024-10-01,PROD-010,LJ-03,2
53007,2024-09-23,PROD-029,LJ-02,4
99167,2024-04-15,PROD-046,LJ-10,1
74071,2024-02-16,PROD-033,LJ-08,5
17292,2024-08-20,PROD-009,LJ-09,100
64450,2024-08-21,PROD-037,LJ-01,100
83242,2024-08-24,PROD-044,LJ-05,5
12853,21/07/2024,PROD-017,LJ-01,2
38560,23/10/2024,PROD-005,,1
65534,25/06/2024,PROD-045,LJ-02,2
80931,2024-01-31,PROD-005,LJ-08,3
14159,2024-05-26,PROD-027,LJ-03,2
27750,2024-11-24,PROD-047,LJ-07,2
59081,14/07/2024,PROD-029,LJ-07,5
59236,11/02/2024,PROD-044,LJ-09,5
27431,2024-11-30,PROD-023,LJ-02,5
33392,,PROD-026,LJ-09,100
26691,2024-04-24,PROD-001,LJ-01,3
49107,2024-08-25,PROD-044,LJ-09,5
65591,2024-09-29,PROD-025,,1
42441,2024-08-23,PROD-023,LJ-03,100
46129,2024-04-06,PROD-047,LJ-02,4
14222,2024-12-04,PROD-027,LJ-10,1
12050,03/05/2024,PROD-014,LJ-02,1
23224,2024-10-31,PROD-003,LJ-08,5
88352,2024-12-10,PROD-046,LJ-01,4
42077,2024-01-23,PROD-026,LJ-08,4
40715,2024-10-03,PROD-014,LJ-01,100
28367,2024-09-14,PROD-019,LJ-04,4
85511,2024-06-12,PROD-037,,3
98150,2024-06-13,PROD-016,LJ-05,5
28777,,PROD-034,LJ-04,4
64206,02/06/2024,PROD-018,LJ-01,100
82970,2024-10-29,PROD-048,LJ-03,3
92050,2024-12-13,PROD-028,LJ-09,2
74962,2024-01-25,PROD-023,LJ-07,2
78742,2024-06-12,PROD-045,LJ-07,3
63511,2024-03-17,PROD-020,LJ-07,100
34101,02/10/2024,PROD-031,LJ-04,3
39536,2024-06-02,PROD-046,LJ-03,5
70689,2024-01-30,PROD-036,LJ-07,5
64592,2024-10-12,PROD-034,LJ-03,2
60910,,PROD-017,LJ-04,4
53288,2024-11-27,PROD-006,LJ-08,100
58637,2024-02-17,PROD-035,,2
16755,2024-05-17,PROD-025,LJ-10,4
89026,2024-01-21,PROD-005,,4
87015,09/12/2024,PROD-036,LJ-04,5
72835,2024-04-16,PROD-022,LJ-05,1
12009,,PROD-013,LJ-02,1
72773,2024-05-04,PROD-045,LJ-10,3
36805,22/07/2024,PROD-016,LJ-09,5
52154,,PROD-025,LJ-08,4
79946,2024-11-28,PROD-023,LJ-05,100
44283,2024-07-03,PROD-033,LJ-08,1
71080,2024-02-20,PROD-047,LJ-08,4
51973,2024-04-14,PROD-024,LJ-06,1
64254,2024-01-24,PROD-037,LJ-04,1
29126,2024-01-09,PROD-017,LJ-09,1
86550,23/10/2024,PROD-047,LJ-07,100
48691,,PROD-013,LJ-06,5
40149,2024-07-13,PROD-037,LJ-04,100
75444,2024-10-08,PROD-042,LJ-06,2
43728,07/09/2024,PROD-047,LJ-08,4
70401,2024-03-27,PROD-047,LJ-06,5
32185,12/03/2024,PROD-047,LJ-09,5
74004,2024-04-04,PROD-035,LJ-01,5
78674,2024-01-18,PROD-005,LJ-01,5
10836,2024-07-30,PROD-009,LJ-04,100
18908,,PROD-010,LJ-01,5
38668,,PROD-030,LJ-06,3
17923,12/11/2024,PROD-041,LJ-10,4
73334,2024-12-03,PROD-032,LJ-01,5
10866,2024-09-29,PROD-036,LJ-07,4
11553,2024-01-09,PROD-034,LJ-05,3
80220,2024-05-26,PROD-002,,3
98346,2024-08-08,PROD-012,LJ-02,4
22624,2024-09-25,PROD-010,LJ-04,1
35156,2024-11-13,PROD-034,LJ-05,2
56457,2024-05-16,PROD-026,LJ-02,1
58896,2024-07-26,PROD-030,LJ-10,1
41877,2024-12-22,PROD-015,LJ-05,100
99658,2024-02-11,PROD-042,LJ-01,1
22255,26/07/2024,PROD-025,LJ-07,5
82443,2024-08-31,PROD-004,LJ-01,100
32463,2024-02-12,PROD-032,LJ-07,100
94529,2024-06-18,PROD-037,LJ-02,3
79226,2024-01-22,PROD-015,LJ-04,1
84289,2024-08-31,PROD-018,LJ-01,3
19744,,PROD-018,LJ-09,4
83860,2024-12-02,PROD-003,LJ-03,2
51220,2024-01-09,PROD-014,LJ-10,100
28899,30/12/2024,PROD-026,LJ-02,4
49226,2024-03-24,PROD-037,LJ-04,4
84277,2024-07-18,PROD-044,,5
53480,2024-07-15,PROD-049,LJ-03,2
20279,,PROD-048,LJ-06,4
17038,2024-02-20,PROD-028,LJ-04,4
19963,2024-06-23,PROD-039,LJ-10,2
88067,2024-07-22,PROD-050,LJ-06,2
13883,20/11/2024,PROD-018,LJ-08,4
74304,2024-04-26,PROD-023,LJ-09,2
59207,2024-08-09,PROD-012,LJ-10,4
96595,13/07/2024,PROD-006,LJ-10,4
48715,2024-05-06,PROD-046,LJ-02,5
20752,2024-05-17,PROD-010,LJ-07,1
93086,2024-03-19,PROD-048,LJ-07,4
51507,2024-07-03,PROD-007,LJ-02,3
10680,2024-06-06,PROD-029,LJ-06,100
45358,2024-02-22,PROD-009,LJ-02,1
34561,2024-08-08,PROD-029,LJ-09,1
82710,19/09/2024,PROD-027,LJ-02,1
13442,15/02/2024,PROD-023,LJ-09,5
22198,2024-11-01,PROD-039,LJ-06,4
60493,07/01/2024,PROD-019,LJ-07,5
60829,2024-02-13,PROD-047,LJ-09,4
41816,2024-10-19,PROD-034,LJ-03,5
99825,2024-07-13,PROD-011,LJ-03,5
45247,03/06/2024,PROD-018,LJ-08,100
29127,2024-02-02,PROD-011,LJ-07,3
46170,2024-08-03,PROD-020,LJ-08,5
20082,2024-07-03,PROD-017,LJ-04,100
91924,2024-09-10,PROD-039,,2
35630,2024-08-22,PROD-007,LJ-03,3
49932,2024-01-04,PROD-026,LJ-06,5
91289,,PROD-022,,1
53874,08/08/2024,PROD-042,LJ-10,2
27842,2024-06-02,PROD-021,LJ-10,2
36326,2024-09-02,PROD-021,LJ-03,100
62198,2024-06-12,PROD-019,LJ-08,2
85481,2024-05-04,PROD-021,LJ-07,3
46739,20/07/2024,PROD-024,LJ-02,5
83905,12/04/2024,PROD-038,LJ-09,5
33583,2024-12-15,PROD-050,LJ-09,-1
13527,2024-08-24,PROD-046,LJ-04,100
67469,2024-05-29,PROD-045,LJ-02,1
63627,2024-12-10,PROD-032,LJ-03,2
93012,2024-06-04,PROD-016,LJ-05,1
96332,19/03/2024,PROD-046,LJ-07,3
59412,2024-02-07,PROD-029,LJ-10,5
72814,2024-10-25,PROD-026,LJ-09,2
76402,2024-12-20,PROD-027,LJ-09,1
14818,2024-07-03,PROD-045,LJ-09,100
87833,2024-13-45,PROD-006,,3
42536,2024-12-02,PROD-043,LJ-06,3
31802,2024-11-27,PROD-040,LJ-01,1
83822,2024-11-26,PROD-044,LJ-07,5
53463,2024-08-08,PROD-007,LJ-01,1
22924,2024-05-12,PROD-015,LJ-09,2
77999,12/10/2024,PROD-038,,-1
38971,2024-08-16,PROD-024,,3
70694,2024-12-13,PROD-038,LJ-09,1
29758,2024-06-25,PROD-002,LJ-08,5
23703,31/05/2024,PROD-027,LJ-02,100
25213,2024-03-13,PROD-023,,4
54966,,PROD-014,,1
73298,27/06/2024,PROD-031,,5
67431,2024-12-22,PROD-029,,5
18804,02/06/2024,PROD-003,LJ-02,100
12960,2024-06-24,PROD-042,LJ-02,3
98754,25/03/2024,PROD-048,LJ-04,5
77632,2024-03-30,PROD-036,LJ-03,5
53383,2024-10-13,PROD-028,LJ-08,5
40389,2024-07-26,PROD-041,LJ-03,5
34430,2024-11-23,PROD-043,LJ-07,2
61849,15/01/2024,PROD-048,LJ-10,2
35863,2024-08-18,PROD-038,LJ-07,3
60965,2024-01-03,PROD-046,LJ-04,1
36972,2024-05-22,PROD-049,LJ-02,5
85674,2024-02-22,PROD-035,LJ-03,100
57945,2024-06-15,PROD-013,LJ-08,1
24936,,PROD-043,LJ-08,100
79168,2024-11-23,PROD-021,LJ-10,1
60939,2024-13-45,PROD-026,LJ-10,3
24972,2024-06-27,PROD-023,LJ-08,5
90918,29/03/2024,PROD-044,LJ-05,5
90541,29/10/2024,PROD-006,LJ-03,4
51049,,PROD-016,LJ-05,100
25328,03/04/2024,PROD-024,LJ-03,1
76954,2024-07-17,PROD-027,LJ-10,1
28070,2024-10-21,PROD-025,LJ-07,2
34347,2024-09-06,PROD-041,LJ-09,4
94575,,PROD-036,LJ-03,2
74178,2024-05-27,PROD-009,LJ-03,2
51232,2024-08-18,PROD-040,LJ-01,2
57059,2024-01-05,PROD-032,LJ-03,100
35575,2024-07-15,PROD-036,LJ-09,100
95599,,PROD-027,LJ-08,3
64477,2024-12-29,PROD-029,LJ-08,3
31922,2024-02-12,PROD-037,LJ-01,2
38905,29/05/2024,PROD-003,LJ-05,4
39470,2024-10-02,PROD-019,LJ-03,1
69942,16/10/2024,PROD-048,LJ-08,100
82053,18/09/2024,PROD-008,LJ-10,4
24969,17/05/2024,PROD-050,LJ-09,5
58085,04/10/2024,PROD-049,LJ-01,100
67850,2024-10-06,PROD-014,LJ-07,100
23423,2024-11-30,PROD-049,LJ-04,3
49021,2024-01-17,PROD-029,LJ-05,1
55688,2024-02-14,PROD-029,LJ-02,1
41056,2024-04-17,PROD-048,LJ-10,5
55957,2024-12-29,PROD-040,LJ-07,5
31755,11/11/2024,PROD-009,LJ-04,100
37124,,PROD-037,LJ-06,2
79767,23/05/2024,PROD-039,LJ-09,3
32069,,PROD-046,LJ-05,3
47923,20/10/2024,PROD-018,LJ-09,100
99037,2024-02-18,PROD-009,LJ-07,4
17770,21/05/2024,PROD-042,LJ-03,2
27392,2024-05-07,PROD-010,LJ-06,100
42447,12/12/2024,PROD-026,LJ-08,2
28634,2024-10-22,PROD-041,,2
92288,31/07/2024,PROD-025,LJ-08,2
19898,2024-11-20,PROD-050,LJ-02,100
62802,20/09/2024,PROD-048,LJ-05,3
58374,20/08/2024,PROD-032,LJ-06,3
86278,,PROD-050,LJ-02,2
70089,2024-11-21,PROD-043,,4
18300,2024-09-30,PROD-026,LJ-04,1
66314,2024-04-18,PROD-032,LJ-05,100
52318,2024-05-25,PROD-022,LJ-09,1
85750,2024-03-07,PROD-037,LJ-08,4
55054,,PROD-049,LJ-01,100
16021,20/02/2024,PROD-041,LJ-08,2
12134,2024-03-04,PROD-011,LJ-08,3
69836,2024-01-01,PROD-028,LJ-04,1
27290,2024-11-28,PROD-020,LJ-03,5
45916,2024-02-17,PROD-042,LJ-06,5
42819,2024-02-12,PROD-024,LJ-03,4
16787,2024-07-21,PROD-041,LJ-05,2
40689,2024-08-07,PROD-042,LJ-02,1
22475,2024-01-01,PROD-014,LJ-08,2
20215,2024-03-08,PROD-038,LJ-04,1
78084,2024-12-14,PROD-029,LJ-01,4
11056,2024-12-22,PROD-022,LJ-02,4
65353,2024-12-21,PROD-009,,5
19283,27/04/2024,PROD-025,LJ-02,2
23425,2024-02-22,PROD-021,LJ-06,100
49223,2024-03-11,PROD-025,LJ-03,5
94092,2024-12-12,PROD-010,LJ-02,2
79534,15/10/2024,PROD-001,LJ-10,5
95199,,PROD-029,LJ-06,100
37925,2024-11-17,PROD-048,LJ-03,3
63963,11/11/2024,PROD-044,LJ-08,3
38474,2024-02-14,PROD-007,LJ-03,3
26142,,PROD-047,LJ-07,3
56076,07/08/2024,PROD-021,LJ-03,1
42477,21/05/2024,PROD-042,LJ-02,3
42527,10/10/2024,PROD-039,LJ-10,100
89638,2024-05-25,PROD-050,LJ-01,4
96298,2024-06-03,PROD-014,LJ-09,4
89551,17/09/2024,PROD-013,LJ-07,1
48737,2024-11-26,PROD-004,LJ-04,3
74865,2024-07-16,PROD-008,LJ-04,3
75481,2024-11-22,PROD-039,LJ-02,3
79243,2024-01-07,PROD-024,LJ-06,5
27299,2024-07-17,PROD-037,LJ-07,2
57895,2024-10-06,PROD-044,LJ-03,5
71736,2024-02-07,PROD-002,LJ-10,2
18851,2024-01-08,PROD-017,LJ-04,3
15220,2024-01-31,PROD-026,LJ-09,3
47550,17/11/2024,PROD-046,LJ-09,5
64451,2024-08-04,PROD-045,LJ-07,5
20803,2024-11-23,PROD-035,LJ-09,2
90746,2024-03-19,PROD-018,LJ-02,4
50620,2024-02-10,PROD-033,LJ-04,2
30365,2024-10-01,PROD-021,LJ-07,5
86865,2024-11-20,PROD-049,LJ-02,100
50654,23/12/2024,PROD-028,LJ-04,5
17589,2024-05-05,PROD-006,LJ-07,100
25202,2024-08-20,PROD-040,LJ-10,1
17212,2024-06-07,PROD-043,LJ-03,5
25655,07/01/2024,PROD-046,LJ-03,1
11487,2024-03-24,PROD-032,LJ-06,4
78551,2024-09-21,PROD-047,LJ-05,2
31884,,PROD-009,LJ-05,100
25473,2024-01-16,PROD-022,LJ-07,2
45649,2024-09-25,PROD-005,LJ-05,1
85582,,PROD-005,LJ-08,100
69663,2024-09-18,PROD-024,LJ-01,2
75484,2024-10-17,PROD-011,LJ-06,5
30618,2024-05-10,PROD-050,LJ-02,3
85223,11/12/2024,PROD-047,,1
39937,2024-09-17,PROD-001,LJ-01,2
11610,05/05/2024,PROD-003,LJ-08,1
57707,2024-07-15,PROD-010,LJ-03,1
14635,2024-10-10,PROD-046,LJ-07,100
39427,2024-06-13,PROD-016,LJ-07,100
51934,,PROD-005,LJ-10,3
58864,2024-03-02,PROD-033,LJ-01,5
33507,2024-04-24,PROD-034,LJ-01,1
62550,,PROD-030,LJ-05,2
50723,2024-06-16,PROD-006,LJ-09,4
69866,2024-01-05,PROD-024,LJ-04,1
48219,2024-10-15,PROD-020,LJ-10,1
41795,2024-08-25,PROD-024,LJ-10,3
74665,2024-04-10,PROD-047,LJ-09,5
42129,2024-03-18,PROD-001,LJ-07,4
13133,,PROD-035,LJ-06,100
93354,2024-12-21,PROD-001,LJ-06,100
10191,2024-12-02,PROD-025,LJ-05,2
23624,2024-04-15,PROD-034,LJ-04,4
65026,2024-09-08,PROD-004,LJ-03,100
46677,2024-02-17,PROD-003,LJ-04,2
78125,2024-07-30,PROD-045,LJ-06,5
70091,2024-02-13,PROD-038,LJ-02,2
76247,2024-03-09,PROD-041,LJ-07,100
19808,2024-10-30,PROD-037,LJ-01,3
67014,2024-12-05,PROD-009,LJ-04,3
48230,2024-05-13,PROD-021,,3
52762,2024-06-11,PROD-029,LJ-05,100
40619,2024-02-08,PROD-013,LJ-03,3
86638,2024-02-25,PROD-010,LJ-02,4
31544,2024-08-18,PROD-030,,5
63282,2024-03-02,PROD-035,LJ-06,2
37215,2024-08-19,PROD-020,LJ-08,2
44735,2024-03-02,PROD-006,LJ-03,100
99922,,PROD-046,LJ-10,3
15286,,PROD-021,LJ-03,3
21955,2024-12-30,PROD-016,LJ-06,1
61936,19/09/2024,PROD-004,LJ-05,5
44100,30/03/2024,PROD-002,LJ-07,4
69270,2024-10-11,PROD-048,LJ-09,2
42748,2024-02-18,PROD-030,LJ-02,1
28322,2024-03-03,PROD-001,LJ-01,1
39135,2024-03-07,PROD-013,LJ-07,100
58790,2024-12-17,PROD-041,,2
86326,2024-10-27,PROD-017,LJ-02,100
12857,2024-02-03,PROD-013,LJ-08,4
26880,2024-02-17,PROD-022,LJ-02,1
15596,2024-08-24,PROD-004,LJ-03,1
85220,2024-08-09,PROD-047,LJ-07,5
75028,2024-01-16,PROD-025,,4
32650,2024-06-30,PROD-014,LJ-03,1
46042,2024-05-23,PROD-029,LJ-03,4
14541,2024-11-10,PROD-040,LJ-10,2
42215,2024-11-27,PROD-019,LJ-08,3
64000,2024-10-08,PROD-031,LJ-01,1
21497,2024-05-23,PROD-025,LJ-03,5
64949,2024-04-12,PROD-042,LJ-09,2
42656,2024-11-18,PROD-035,LJ-01,4
60134,2024-12-31,PROD-023,,100
81371,2024-09-05,PROD-023,LJ-10,2
75849,2024-06-13,PROD-025,LJ-05,1
33568,2024-01-14,PROD-021,LJ-10,4
38707,2024-01-16,PROD-050,LJ-05,3
17679,2024-08-29,PROD-034,LJ-06,2
86544,2024-04-29,PROD-011,LJ-02,1
42487,2024-12-02,PROD-016,LJ-05,5
79951,29/01/2024,PROD-049,LJ-04,100
85457,2024-07-17,PROD-023,LJ-03,4
33081,2024-05-01,PROD-038,LJ-06,2
57026,2024-10-29,PROD-002,LJ-06,2
84403,2024-10-15,PROD-010,LJ-10,3
34672,2024-09-09,PROD-035,LJ-05,3
33010,2024-09-08,PROD-003,LJ-02,5
17362,2024-04-29,PROD-039,LJ-04,100
12612,2024-09-26,PROD-031,LJ-01,5
53481,2024-11-10,PROD-013,LJ-03,1
54663,2024-03-31,PROD-021,LJ-01,1
12872,2024-03-16,PROD-038,LJ-03,5
24538,2024-13-45,PROD-024,LJ-02,100
58967,2024-12-26,PROD-043,LJ-07,5
86810,2024-02-21,PROD-022,LJ-05,100
52284,,PROD-011,LJ-07,100
93789,2024-09-06,PROD-042,LJ-06,4
32833,2024-12-28,PROD-036,LJ-10,100
56769,,PROD-043,,3
32983,2024-07-12,PROD-020,LJ-05,100
26691,2024-03-31,PROD-047,LJ-01,100
85082,2024-07-19,PROD-050,LJ-10,100
14244,,PROD-039,LJ-06,1
90134,2024-04-23,PROD-041,LJ-10,3
23645,,PROD-010,LJ-06,3
20198,01/05/2024,PROD-023,LJ-06,5
32005,2024-11-21,PROD-006,LJ-06,4
68540,06/01/2024,PROD-017,LJ-04,100
42707,2024-12-20,PROD-005,LJ-06,2
43640,2024-02-25,PROD-047,LJ-01,4
16310,2024-07-16,PROD-029,LJ-07,4
31802,2024-07-30,PROD-032,LJ-07,3
56036,2024-10-06,PROD-025,LJ-02,4
72847,2024-10-22,PROD-042,LJ-04,100
31319,2024-08-19,PROD-005,LJ-01,100
48654,2024-13-45,PROD-021,LJ-05,1
23726,2024-02-07,PROD-022,LJ-03,100
59212,2024-03-23,PROD-047,LJ-02,100
81702,2024-02-17,PROD-022,LJ-10,3
90431,2024-09-04,PROD-046,LJ-01,100
66534,2024-11-30,PROD-011,LJ-10,1
66911,2024-03-21,PROD-004,LJ-02,2
53397,2024-04-15,PROD-013,LJ-07,3
82628,2024-10-03,PROD-017,LJ-05,2
48980,2024-05-01,PROD-007,LJ-01,3
61498,2024-10-19,PROD-036,LJ-08,5
30131,,PROD-024,,4
66047,,PROD-019,LJ-10,5
72957,2024-04-12,PROD-007,LJ-01,100
37125,2024-03-28,PROD-041,LJ-05,2
20739,2024-08-30,PROD-008,LJ-05,100
62096,2024-08-29,PROD-032,LJ-05,4
21945,2024-11-24,PROD-035,LJ-07,3
34232,2024-07-08,PROD-025,LJ-06,4
34455,2024-08-16,PROD-003,LJ-05,1
67637,2024-08-26,PROD-017,LJ-04,4
45200,15/10/2024,PROD-004,LJ-03,1
97486,2024-02-19,PROD-006,LJ-06,4
80968,30/07/2024,PROD-049,LJ-10,1
39820,2024-10-10,PROD-004,LJ-07,2
78495,2024-08-02,PROD-035,LJ-08,100
85066,30/04/2024,PROD-031,LJ-05,100
20348,2024-07-21,PROD-046,LJ-01,5
75811,2024-10-19,PROD-034,LJ-10,100
98805,2024-11-13,PROD-010,LJ-02,3
68856,,PROD-011,LJ-04,4
35260,2024-03-05,PROD-003,,5
20271,2024-12-15,PROD-028,LJ-04,3
92211,,PROD-039,,3
51910,2024-02-04,PROD-006,LJ-07,1
82923,2024-07-22,PROD-036,LJ-06,100
46202,2024-09-23,PROD-030,,2
91665,2024-10-27,PROD-034,LJ-07,2
24748,2024-07-31,PROD-010,LJ-03,5
84264,2024-10-28,PROD-038,LJ-02,2
23845,2024-10-15,PROD-050,LJ-02,4
47498,01/10/2024,PROD-023,,2
44620,15/07/2024,PROD-042,LJ-08,5
84976,2024-11-07,PROD-031,LJ-01,2
32570,2024-05-21,PROD-026,LJ-03,4
91034,2024-11-07,PROD-044,,1
15083,2024-07-21,PROD-022,LJ-04,5
16460,31/08/2024,PROD-018,LJ-06,1
12651,21/06/2024,PROD-020,LJ-05,1
46745,,PROD-045,,1
39878,2024-03-09,PROD-020,LJ-08,3
52056,2024-05-17,PROD-047,LJ-07,100
89295,2024-11-26,PROD-006,LJ-04,3
67896,2024-04-18,PROD-027,LJ-08,100
77698,2024-07-10,PROD-004,LJ-09,1
30836,2024-02-03,PROD-020,,5
62872,10/03/2024,PROD-050,LJ-09,100
84537,2024-01-15,PROD-012,LJ-04,4
36309,2024-01-30,PROD-016,LJ-01,4
69827,26/01/2024,PROD-024,LJ-04,2
45910,07/07/2024,PROD-030,LJ-09,100
62028,2024-11-21,PROD-008,,5
41711,2024-07-09,PROD-032,LJ-10,3
68471,2024-03-31,PROD-031,LJ-10,1
82264,28/06/2024,PROD-023,,2
43903,2024-12-18,PROD-006,LJ-05,4
13597,2024-07-16,PROD-004,LJ-03,3
85007,2024-04-19,PROD-015,LJ-04,3
98826,2024-04-15,PROD-018,LJ-07,1
77276,2024-01-11,PROD-050,LJ-01,100
72140,2024-03-08,PROD-042,LJ-03,4
88792,2024-01-05,PROD-015,LJ-05,5
89736,2024-06-05,PROD-046,LJ-05,3
65549,2024-07-11,PROD-023,LJ-08,1
43029,2024-04-21,PROD-030,LJ-05,5
98761,2024-09-23,PROD-040,LJ-07,100
86609,2024-02-22,PROD-001,LJ-09,4
96816,2024-07-10,PROD-036,,100
89829,2024-05-24,PROD-020,LJ-02,3
73142,2024-02-02,PROD-022,LJ-05,5
93964,,PROD-018,LJ-05,5
95998,2024-12-30,PROD-042,LJ-05,5
34688,2024-03-17,PROD-034,LJ-04,3
17441,2024-11-03,PROD-026,LJ-06,3
99228,2024-03-12,PROD-047,LJ-01,100
95904,,PROD-019,LJ-05,-2
64862,26/07/2024,PROD-025,LJ-01,100
86418,2024-12-28,PROD-037,,4
54979,2024-12-31,PROD-015,LJ-09,1
93665,31/08/2024,PROD-043,LJ-06,5
76494,2024-06-02,PROD-011,LJ-09,2
33741,2024-05-30,PROD-007,LJ-08,1
26769,2024-05-12,PROD-047,LJ-09,2
33995,2024-12-14,PROD-022,LJ-02,100
39131,2024-06-30,PROD-015,LJ-05,3
65112,2024-06-18,PROD-024,LJ-05,5
86751,30/05/2024,PROD-030,LJ-02,100
71674,,PROD-041,LJ-10,1
86062,2024-11-13,PROD-005,LJ-08,1
35499,13/09/2024,PROD-008,LJ-07,1
79446,,PROD-027,LJ-01,1
29762,11/03/2024,PROD-013,LJ-06,1
63633,2024-10-18,PROD-030,LJ-03,2
51469,02/04/2024,PROD-050,LJ-02,100
73908,,PROD-041,LJ-03,5
51079,2024-11-20,PROD-004,LJ-01,3
69251,2024-05-20,PROD-014,LJ-03,3
85534,2024-03-22,PROD-032,LJ-02,100
26961,,PROD-028,LJ-07,100
62873,2024-13-45,PROD-031,LJ-07,3
10611,2024-01-20,PROD-035,LJ-04,3
58903,08/01/2024,PROD-021,LJ-09,2
34979,2024-01-10,PROD-044,LJ-01,4
92141,2024-05-07,PROD-015,,5
50906,2024-03-07,PROD-007,LJ-07,1
75973,28/10/2024,PROD-020,LJ-03,4
18557,,PROD-020,LJ-05,100
69759,2024-09-23,PROD-039,LJ-09,3
54280,2024-08-10,PROD-044,LJ-03,4
54922,2024-09-07,PROD-023,,5
31611,2024-07-25,PROD-002,LJ-04,100
39402,2024-03-08,PROD-014,LJ-01,1
87292,2024-09-15,PROD-011,,1
58049,2024-12-30,PROD-042,LJ-01,5
59177,23/11/2024,PROD-017,LJ-09,5
91675,2024-01-25,PROD-039,LJ-01,3
96765,2024-02-25,PROD-042,LJ-01,1
16322,2024-12-19,PROD-008,,100
68237,2024-07-13,PROD-008,LJ-09,4
43126,2024-08-30,PROD-045,LJ-03,100
36934,2024-12-21,PROD-044,LJ-01,2
49467,2024-08-03,PROD-043,,2
96832,2024-09-23,PROD-018,LJ-10,5
89381,2024-12-24,PROD-009,,3
23751,18/09/2024,PROD-047,LJ-10,2
25431,2024-05-24,PROD-008,LJ-02,1
75239,2024-04-11,PROD-039,LJ-04,100
44471,2024-09-24,PROD-013,LJ-06,100
63707,2024-05-31,PROD-011,LJ-01,5
81845,11/09/2024,PROD-014,,4
53332,,PROD-001,LJ-01,5
98032,2024-02-15,PROD-008,LJ-10,4
97690,2024-09-09,PROD-010,LJ-02,5
77070,2024-02-08,PROD-047,LJ-02,5
43540,2024-11-25,PROD-015,LJ-08,5
48800,,PROD-030,LJ-01,4
23082,30/03/2024,PROD-003,LJ-05,4
57214,12/12/2024,PROD-021,LJ-07,5
25191,2024-02-18,PROD-049,,2
11267,2024-03-11,PROD-043,LJ-03,3
53078,2024-07-02,PROD-029,LJ-10,3
45167,,PROD-024,LJ-06,3
33969,2024-02-28,PROD-026,LJ-07,4
69839,,PROD-025,LJ-08,4
65278,2024-11-28,PROD-011,LJ-02,2
27368,2024-12-22,PROD-047,LJ-01,3
30892,2024-02-23,PROD-027,LJ-10,3
73265,2024-10-18,PROD-044,LJ-08,5
33758,2024-11-08,PROD-025,LJ-06,4
90131,2024-01-15,PROD-044,LJ-03,3
73318,2024-09-06,PROD-008,,100
67761,2024-01-24,PROD-005,LJ-05,2
95848,2024-06-09,PROD-001,LJ-09,100
85582,2024-10-16,PROD-015,LJ-06,100
78039,2024-09-24,PROD-045,LJ-10,2
22483,09/08/2024,PROD-043,,100
73167,2024-06-26,PROD-043,LJ-07,3
29484,2024-10-12,PROD-040,,4
11526,2024-11-25,PROD-011,LJ-09,2
71510,2024-09-10,PROD-011,LJ-02,5
74441,2024-06-13,PROD-016,LJ-06,100
46458,2024-01-26,PROD-033,LJ-04,2
82154,2024-11-25,PROD-025,LJ-07,1
40801,2024-02-10,PROD-030,LJ-08,1
85108,2024-08-17,PROD-006,LJ-08,4
68598,2024-06-10,PROD-008,,3
95638,2024-01-10,PROD-007,LJ-07,4
64046,19/01/2024,PROD-036,LJ-09,4
10022,2024-02-16,PROD-039,LJ-10,4
93563,2024-06-04,PROD-033,LJ-09,4
37112,01/12/2024,PROD-043,LJ-08,5
54676,2024-07-05,PROD-004,LJ-04,5
69566,2024-06-18,PROD-036,LJ-10,2
88636,2024-08-30,PROD-046,LJ-06,1
69314,2024-02-28,PROD-007,LJ-04,4
10287,2024-06-23,PROD-023,,2
81786,2024-09-24,PROD-024,LJ-02,1
16000,2024-03-25,PROD-032,,100
63636,2024-02-24,PROD-017,LJ-10,3
35679,06/04/2024,PROD-008,LJ-07,5
38257,2024-08-22,PROD-013,,100
24125,2024-07-31,PROD-003,LJ-10,1
26150,2024-08-18,PROD-030,LJ-10,100
